id,day,event_type,category,region,device,account_age_days,num_prev_listings,prev_reports_30d,verification_level,price,num_images,message_length,contains_off_platform,urgency_words,payment_attempt,time_to_first_response_min,is_suspicious
6057,11,ad_post,electronics,urban,android,124.1,4,0,0,102.21,4,117,0,0,1,42.8,0
6058,5,ad_post,bikes,metro,android,28.4,6,0,0,42.14,3,141,0,0,1,3.1,0
6059,12,message_send,bikes,,android,57.8,2,0,0,55.78,3,140,0,0,0,24.7,1
6060,8,ad_post,furniture,metro,android,107.4,1,1,1,75.46,3,65,0,0,0,20.1,0
6061,8,message_send,furniture,urban,android,20.2,0,0,1,75.93,2,130,0,0,0,5.5,0
6062,9,message_send,electronics,urban,android,56.6,5,0,1,472.45,3,193,0,0,0,2.4,0
6063,11,ad_post,phones,metro,ios,30.5,1,0,2,471.13,3,107,0,0,0,32.0,0
6064,9,message_send,phones,rural,ios,40.4,6,0,1,390.95,0,112,0,0,0,10.1,0
6065,7,ad_post,phones,urban,ios,229.3,2,0,0,47.31,3,41,0,0,0,14.9,0
6066,4,message_send,electronics,metro,ios,242.1,6,0,0,71.46,2,155,0,0,0,30.5,0
6067,10,ad_post,phones,rural,android,96.1,4,0,1,193.0,3,33,0,0,0,5.9,0
6068,2,ad_post,furniture,metro,web,30.8,5,1,2,169.98,6,70,0,0,0,,0
6069,9,ad_post,fashion,metro,ios,156.5,3,0,1,287.56,2,80,0,0,0,12.0,0
6070,4,message_send,other,metro,ios,62.3,3,0,1,51.94,1,278,0,0,0,59.6,0
6071,14,ad_post,fashion,metro,android,29.3,7,1,0,72.63,7,106,0,0,0,20.4,0
6072,9,ad_post,furniture,metro,web,31.0,0,0,1,80.99,3,141,0,0,0,6.9,0
6073,4,ad_post,phones,,ios,26.6,4,0,1,107.5,5,96,0,0,0,5.7,0
6074,8,ad_post,phones,rural,android,39.4,5,0,0,203.55,2,21,0,0,1,5.8,0
6075,9,ad_post,other,,ios,585.5,5,0,1,129.28,3,110,1,0,0,14.7,0
6076,1,ad_post,bikes,metro,ios,68.4,6,0,1,184.56,3,195,1,0,0,23.2,0
6077,12,ad_post,furniture,rural,ios,81.4,1,0,0,247.19,5,146,0,1,0,79.2,0
6078,5,message_send,furniture,urban,ios,76.9,3,0,0,584.33,4,195,0,0,0,8.1,0
6079,6,ad_post,electronics,urban,android,143.1,5,1,1,53.26,5,59,0,0,0,14.8,0
6080,6,ad_post,electronics,metro,ios,142.1,2,1,1,336.78,1,109,0,0,1,10.4,0
6081,1,ad_post,phones,urban,android,35.7,2,0,0,66.16,2,15,0,0,0,,0
6082,13,ad_post,furniture,urban,android,88.6,1,0,0,261.21,2,67,0,0,0,30.7,0
6083,13,ad_post,other,metro,android,27.8,4,0,1,129.59,4,47,0,0,1,4.7,0
6084,8,message_send,furniture,urban,android,31.6,3,0,0,789.14,1,216,0,0,0,2.0,0
6085,7,ad_post,other,urban,android,250.5,5,0,1,425.09,3,145,0,0,0,2.0,0
6086,10,ad_post,electronics,urban,ios,140.0,2,0,2,79.11,1,38,0,0,0,32.0,0
6087,12,ad_post,electronics,metro,android,90.0,0,0,2,197.03,4,73,0,0,0,15.6,0
6088,4,message_send,electronics,metro,ios,121.2,3,0,1,130.57,2,178,0,0,1,29.8,0
6089,12,ad_post,phones,urban,ios,26.6,0,0,0,236.98,4,122,0,1,1,10.9,0
6090,3,ad_post,other,metro,ios,2741.7,1,0,2,214.27,4,95,0,0,0,10.8,0
6091,12,ad_post,phones,metro,android,46.4,1,0,0,306.09,2,171,0,0,0,18.8,0
6092,4,ad_post,phones,rural,android,172.3,4,0,0,202.28,3,47,0,0,0,22.6,0
6093,11,message_send,bikes,urban,ios,13.1,2,1,1,46.61,2,101,0,0,0,2.3,1
6094,12,ad_post,phones,metro,android,14.2,2,0,0,493.87,2,67,0,0,0,7.7,0
6095,8,ad_post,other,urban,android,153.4,5,0,2,102.23,0,127,0,0,0,1.8,0
6096,7,ad_post,phones,rural,ios,56.2,1,0,2,154.63,3,115,0,0,0,6.4,0
6097,14,message_send,other,rural,android,31.9,2,0,0,38.96,1,137,0,0,0,2.3,0
6098,8,message_send,furniture,urban,android,32.9,6,0,0,324.22,2,416,0,0,0,20.2,0
6099,1,ad_post,electronics,,web,39.3,2,0,0,203.56,3,11,0,0,0,19.2,0
6100,1,ad_post,fashion,urban,android,164.2,5,0,0,309.38,6,162,0,0,0,88.5,0
6101,14,ad_post,phones,urban,web,216.2,0,0,0,115.2,6,167,0,0,0,3.7,0
6102,1,ad_post,fashion,metro,android,39.2,5,0,2,106.13,2,138,1,0,0,64.6,1
6103,12,ad_post,furniture,metro,ios,153.9,2,1,2,169.09,5,0,0,0,0,8.8,0
6104,3,ad_post,electronics,metro,ios,45.2,4,0,1,49.2,1,5,0,0,1,26.8,0
6105,11,ad_post,other,urban,ios,172.6,2,0,0,587.0,4,110,0,0,1,22.6,0
6106,3,message_send,furniture,urban,ios,175.2,4,0,0,207.53,0,235,0,0,1,3.6,0
6107,1,ad_post,phones,metro,android,124.8,4,0,1,185.77,6,82,0,1,1,3.6,0
6108,6,message_send,other,rural,android,10.7,2,0,1,329.68,1,136,0,0,0,18.8,0
6109,10,ad_post,other,,android,36.7,3,0,0,119.08,4,13,0,0,0,,0
6110,7,message_send,other,rural,android,105.7,2,0,1,215.6,1,229,1,0,0,8.9,0
6111,10,ad_post,furniture,metro,android,22.6,4,1,1,,4,69,0,0,1,39.3,0
6112,5,message_send,bikes,metro,android,135.7,4,0,0,236.31,3,134,0,1,0,7.0,0
6113,2,message_send,furniture,urban,android,74.2,4,0,1,,4,267,0,1,0,13.4,0
6114,2,ad_post,bikes,urban,android,41.3,1,0,1,197.46,1,128,0,0,1,1.6,0
6115,4,ad_post,other,rural,android,84.1,3,1,1,125.41,5,179,0,0,0,,0
6116,6,ad_post,electronics,rural,web,37.6,7,1,0,65.73,6,102,0,0,0,,0
6117,9,message_send,fashion,metro,android,41.2,6,0,0,148.35,4,206,0,0,1,3.3,0
6118,4,ad_post,phones,urban,ios,276.6,7,1,1,123.32,0,0,0,1,0,32.4,0
6119,6,ad_post,other,metro,android,175.6,2,0,1,364.85,3,8,0,0,0,7.9,0
6120,6,ad_post,electronics,urban,android,149.3,4,0,0,133.36,0,83,0,0,0,9.7,0
6121,9,ad_post,bikes,metro,web,163.0,2,0,2,89.15,2,117,0,0,0,3.2,0
6122,6,ad_post,fashion,metro,ios,46.0,3,0,1,62.26,4,151,0,0,1,11.0,0
6123,2,message_send,phones,rural,ios,61.4,2,0,1,82.67,1,202,0,0,0,32.7,0
6124,3,ad_post,electronics,metro,android,146.0,4,0,0,171.68,2,202,0,0,0,11.5,0
6125,12,ad_post,furniture,urban,ios,44.4,3,0,2,,0,178,0,0,0,,0
6126,13,ad_post,furniture,urban,android,96.2,4,0,0,65.83,3,51,0,0,1,20.7,0
6127,14,message_send,fashion,urban,ios,30.4,4,0,1,92.52,2,117,0,0,0,57.5,0
6128,1,message_send,other,metro,web,105.3,3,0,0,105.75,1,179,1,0,0,49.6,0
6129,10,ad_post,phones,rural,ios,21.9,3,2,1,14.41,2,78,0,0,0,9.1,1
6130,4,message_send,other,metro,android,28.6,2,0,1,698.79,6,79,0,0,0,3.7,0
6131,1,ad_post,other,rural,web,193.5,3,0,1,543.87,2,164,0,0,0,6.2,0
6132,13,ad_post,furniture,metro,ios,103.1,2,0,1,70.16,3,87,0,0,0,1.4,0
6133,13,ad_post,furniture,urban,android,32.3,3,0,0,227.33,6,39,0,0,1,1.4,0
6134,2,ad_post,electronics,metro,android,169.9,5,0,1,174.0,2,122,0,0,0,1.2,0
6135,3,message_send,other,metro,android,147.6,2,0,1,266.17,1,194,0,1,0,11.4,0
6136,10,ad_post,other,metro,web,94.5,5,0,1,43.25,6,105,1,1,0,28.6,0
6137,6,ad_post,bikes,rural,android,135.1,4,0,0,131.03,0,50,0,0,0,50.6,0
6138,1,ad_post,furniture,rural,android,27.4,4,0,0,17.19,1,23,0,0,0,8.7,0
6139,11,ad_post,other,rural,web,58.4,3,0,0,77.25,1,87,0,0,0,,0
6140,2,message_send,furniture,urban,ios,115.6,4,1,0,148.36,2,178,0,0,0,66.0,0
6141,10,ad_post,other,urban,android,33.9,2,0,2,69.79,3,131,0,0,0,7.2,0
6142,6,message_send,furniture,rural,ios,47.6,4,0,1,119.62,3,90,0,0,0,28.0,0
6143,14,message_send,other,urban,android,42.8,2,0,1,124.03,5,90,0,0,0,150.5,0
6144,1,ad_post,other,metro,android,53.9,2,0,1,149.27,5,88,0,0,0,17.7,1
6145,9,ad_post,electronics,metro,android,171.3,0,1,2,149.22,0,177,0,0,0,5.3,0
6146,8,message_send,bikes,metro,ios,67.6,3,0,0,226.85,0,89,0,0,0,2.9,1
6147,11,ad_post,other,metro,android,72.0,5,0,1,,3,81,0,0,1,10.3,0
6148,1,ad_post,other,metro,web,66.3,3,0,1,312.72,4,64,0,0,0,3.8,0
6149,5,ad_post,fashion,urban,android,35.0,4,0,2,605.84,2,19,0,1,0,16.4,0
6150,5,ad_post,other,urban,android,117.0,0,0,1,22.56,4,83,0,0,0,45.4,0
6151,8,ad_post,furniture,urban,android,242.5,3,0,2,63.45,3,85,0,0,1,9.5,0
6152,5,ad_post,other,urban,ios,102.4,3,0,1,398.92,6,109,0,1,0,16.6,0
6153,13,message_send,other,urban,android,348.0,5,0,0,100.99,2,172,0,1,0,2.8,0
6154,8,ad_post,other,metro,android,39.5,2,1,0,150.69,2,110,1,0,1,2.8,1
6155,2,ad_post,other,metro,android,191.9,4,0,1,115.72,1,78,0,0,0,,0
6156,3,ad_post,electronics,urban,android,37.4,4,1,2,117.01,1,131,1,0,0,41.7,0
6157,3,ad_post,bikes,metro,ios,90.4,3,0,1,116.47,5,83,0,0,0,17.0,0
6158,14,ad_post,fashion,urban,android,121.4,0,0,2,37.65,1,82,0,0,0,14.7,0
6159,14,ad_post,electronics,rural,android,51.0,3,0,2,76.68,3,3,1,0,0,209.0,0
6160,11,message_send,furniture,urban,android,110.2,3,0,0,106.19,2,220,0,0,0,40.7,0
6161,11,ad_post,furniture,urban,android,9.5,1,1,1,170.12,2,138,0,0,0,8.0,0
6162,8,ad_post,bikes,metro,android,39.6,4,0,0,26.52,2,117,0,0,1,13.6,0
6163,11,ad_post,electronics,urban,ios,13.4,5,0,1,372.55,2,209,0,0,0,14.2,0
6164,4,ad_post,furniture,metro,android,36.5,4,0,1,84.74,1,142,0,0,0,2.9,0
6165,13,message_send,phones,metro,android,40.1,3,0,0,138.0,2,168,1,0,0,1.6,1
6166,2,ad_post,fashion,rural,android,29.7,2,0,1,341.31,3,6,0,0,0,15.7,0
6167,8,ad_post,other,urban,android,46.4,6,0,1,1203.94,4,0,1,0,0,8.6,1
6168,3,ad_post,phones,metro,android,13.9,3,0,1,193.27,4,139,0,0,0,16.7,0
6169,12,ad_post,electronics,metro,android,63.2,3,1,1,150.34,1,139,0,0,0,10.1,0
6170,14,ad_post,other,metro,web,154.9,1,0,0,58.22,2,125,0,1,0,25.1,0
6171,10,message_send,phones,metro,android,68.3,3,0,1,154.81,4,152,1,1,0,5.4,0
6172,11,message_send,bikes,metro,ios,16.0,2,0,0,229.94,6,195,1,0,0,19.9,0
6173,5,ad_post,other,urban,ios,79.8,2,0,1,112.18,4,62,0,0,0,40.5,1
6174,4,message_send,fashion,urban,ios,44.4,2,0,1,,3,261,1,0,1,9.9,0
6175,7,ad_post,other,urban,android,320.2,4,0,0,305.89,5,145,0,0,0,10.9,0
6176,5,message_send,other,metro,ios,48.3,3,0,1,452.65,2,246,1,0,0,3.5,0
6177,12,ad_post,bikes,metro,ios,31.6,3,0,0,27.6,3,63,0,0,0,7.5,0
6178,3,ad_post,other,metro,ios,42.0,2,1,0,191.04,3,154,0,0,0,7.0,0
6179,2,ad_post,furniture,urban,ios,47.5,5,0,0,104.77,1,77,0,0,0,11.8,0
6180,12,ad_post,fashion,rural,ios,316.7,1,0,1,72.65,2,11,0,0,0,50.8,0
6181,14,ad_post,electronics,urban,ios,193.1,4,0,1,67.0,1,13,0,0,0,58.2,0
6182,13,message_send,bikes,metro,android,80.8,1,0,0,282.89,1,208,0,0,0,,0
6183,5,ad_post,fashion,rural,android,68.5,3,0,0,432.29,2,121,0,0,0,,0
6184,11,ad_post,fashion,metro,android,177.0,7,0,1,369.12,2,84,0,0,0,36.2,0
6185,8,ad_post,furniture,urban,android,170.0,3,0,2,503.71,3,35,0,1,0,56.3,0
6186,14,message_send,bikes,rural,android,87.5,1,0,2,131.43,4,171,0,0,0,,0
6187,4,ad_post,phones,metro,ios,37.6,2,0,1,155.81,1,57,0,0,1,7.4,0
6188,12,ad_post,other,metro,android,133.4,4,0,1,35.73,2,0,0,0,0,14.1,0
6189,11,ad_post,electronics,rural,android,27.3,2,0,1,98.85,6,14,1,1,0,2.9,0
6190,8,ad_post,phones,urban,android,44.9,7,0,1,167.96,2,42,0,0,0,9.0,0
6191,12,ad_post,bikes,rural,android,168.5,0,0,2,153.24,2,36,0,0,0,10.3,0
6192,10,ad_post,electronics,metro,android,67.3,1,0,2,145.84,2,191,0,0,0,99.2,0
6193,2,ad_post,bikes,urban,ios,27.2,1,0,1,,2,136,0,0,1,72.1,0
6194,2,ad_post,bikes,urban,ios,32.3,5,0,1,140.4,2,95,0,0,0,65.7,0
6195,4,message_send,electronics,metro,android,100.1,3,0,0,263.81,3,66,0,0,1,9.7,0
6196,8,ad_post,other,urban,android,45.4,4,0,1,159.53,0,148,0,0,0,15.8,0
6197,9,ad_post,phones,rural,ios,262.9,2,1,1,107.77,2,79,0,0,0,19.7,0
6198,4,ad_post,other,urban,android,14.1,5,0,0,173.06,6,184,0,0,0,88.0,0
6199,10,ad_post,electronics,metro,ios,27.8,2,0,2,,3,133,0,1,0,17.5,0
6200,14,ad_post,other,rural,android,327.8,6,0,1,159.22,4,139,1,0,0,13.5,0
6201,1,ad_post,furniture,metro,web,47.6,5,0,1,67.81,3,48,0,0,0,5.5,0
6202,9,ad_post,phones,urban,web,35.6,4,0,1,186.85,1,61,0,0,0,7.5,0
6203,9,ad_post,other,urban,ios,232.1,3,0,0,150.22,3,65,0,0,0,17.3,0
6204,13,message_send,electronics,rural,android,86.4,2,0,2,231.58,2,199,0,0,0,6.5,0
6205,13,ad_post,other,metro,ios,167.8,1,0,0,166.52,2,39,0,0,0,28.1,0
6206,2,message_send,bikes,metro,android,58.5,3,0,1,358.62,3,262,1,0,0,9.6,0
6207,1,ad_post,phones,urban,android,177.7,5,0,1,96.35,2,52,0,0,0,32.9,0
6208,5,message_send,bikes,metro,android,18.7,1,0,0,69.8,2,74,0,0,0,56.9,0
6209,7,ad_post,bikes,metro,ios,123.4,3,0,0,65.99,0,0,0,0,0,31.1,0
6210,4,ad_post,bikes,metro,web,36.0,4,0,2,36.68,4,84,0,0,0,3.8,0
6211,8,ad_post,bikes,rural,android,13.1,5,0,0,40.79,2,89,0,0,0,19.5,0
6212,11,ad_post,other,metro,ios,88.0,1,0,0,203.27,1,54,0,0,0,11.2,0
6213,13,message_send,other,urban,ios,51.0,4,0,1,74.83,0,134,0,0,1,74.6,0
6214,2,message_send,other,rural,android,113.5,3,0,0,85.42,1,183,0,0,1,8.4,0
6215,7,ad_post,fashion,rural,ios,12.5,1,0,2,100.29,2,54,0,0,0,51.0,0
6216,6,ad_post,furniture,urban,android,269.3,3,0,0,112.28,4,105,0,1,0,49.8,0
6217,4,message_send,bikes,rural,android,151.6,5,0,1,26.07,1,256,0,0,0,10.4,0
6218,11,message_send,phones,metro,android,52.7,0,1,0,324.64,6,184,0,0,0,23.5,0
6219,5,ad_post,furniture,urban,android,197.0,1,1,2,168.94,4,87,0,0,0,20.8,0
6220,9,ad_post,fashion,urban,web,42.2,1,0,1,221.8,2,207,0,0,0,17.1,0
6221,4,ad_post,electronics,metro,android,28.3,6,0,2,108.11,2,158,0,0,1,167.3,0
6222,3,message_send,other,metro,android,164.8,3,0,1,51.9,3,117,0,0,0,5.4,0
6223,7,ad_post,other,rural,ios,111.6,6,1,1,29.79,1,15,0,0,0,29.1,0
6224,14,ad_post,bikes,metro,ios,146.2,2,1,0,225.54,1,185,0,0,0,43.8,0
6225,4,ad_post,bikes,metro,android,113.5,4,0,0,52.53,4,181,0,1,0,54.0,0
6226,10,ad_post,electronics,metro,android,57.0,4,0,1,241.35,3,54,0,0,0,18.0,0
6227,5,ad_post,bikes,rural,android,284.2,5,0,2,289.95,1,136,0,0,1,8.3,0
6228,8,ad_post,electronics,metro,ios,20.9,3,0,1,75.32,3,87,0,0,1,21.9,1
6229,1,ad_post,other,urban,ios,28.6,3,1,0,110.3,5,47,0,0,0,10.3,0
6230,6,ad_post,furniture,metro,ios,42.6,3,0,0,132.11,1,0,0,0,0,13.8,1
6231,11,ad_post,bikes,metro,web,183.6,2,0,1,261.61,4,137,0,0,0,14.9,0
6232,12,ad_post,phones,urban,android,69.1,5,0,0,,2,174,0,0,0,41.0,0
6233,2,ad_post,fashion,urban,android,71.0,1,0,0,246.82,3,109,0,0,0,33.7,0
6234,7,ad_post,other,urban,android,66.7,4,0,2,,3,113,0,0,0,21.3,0
6235,4,message_send,phones,urban,android,74.3,3,0,1,139.08,2,197,0,0,0,3.1,0
6236,1,message_send,electronics,urban,ios,146.4,1,0,1,48.37,2,171,0,0,0,15.3,0
6237,14,message_send,other,urban,ios,76.1,0,0,0,172.16,0,224,0,0,0,3.9,0
6238,2,ad_post,bikes,rural,android,181.7,1,0,2,72.61,2,62,0,0,1,3.1,0
6239,7,ad_post,other,metro,ios,508.2,3,0,0,66.69,5,149,0,0,0,11.2,0
6240,6,ad_post,furniture,metro,ios,20.7,1,1,1,427.42,4,91,0,0,0,17.2,1
6241,13,ad_post,furniture,urban,android,120.9,2,0,1,177.45,3,251,0,0,1,64.5,0
6242,2,ad_post,furniture,urban,android,213.0,3,0,1,229.74,2,12,0,0,0,95.7,0
6243,1,ad_post,furniture,metro,ios,43.0,3,0,1,125.7,1,116,0,0,0,2.0,0
6244,7,ad_post,bikes,,android,73.7,1,1,2,163.8,2,38,0,0,0,8.3,0
6245,3,ad_post,bikes,urban,web,154.2,5,0,1,109.87,1,118,0,0,0,124.2,0
6246,3,ad_post,other,urban,android,44.4,2,0,0,67.98,5,38,0,0,0,6.0,0
6247,2,ad_post,other,metro,ios,51.4,2,0,1,,1,171,0,0,1,37.7,0
6248,4,message_send,furniture,urban,ios,79.0,2,0,1,208.26,3,135,0,0,0,9.1,0
6249,13,ad_post,other,urban,ios,73.9,2,0,1,49.91,2,0,0,0,0,5.1,0
6250,9,ad_post,phones,urban,web,93.9,6,0,0,183.15,4,145,1,0,0,16.6,0
6251,9,message_send,furniture,rural,ios,39.8,3,0,1,146.21,1,89,0,1,0,0.5,0
6252,4,message_send,furniture,metro,android,22.2,3,0,0,264.51,0,277,0,0,0,9.1,0
6253,12,ad_post,electronics,metro,android,17.9,2,0,0,,3,155,0,1,0,45.9,0
6254,3,ad_post,electronics,urban,android,826.6,0,0,2,110.45,4,229,1,0,1,2.3,0
6255,8,ad_post,other,urban,android,72.6,3,0,1,87.84,1,157,0,0,0,13.8,0
6256,14,message_send,electronics,urban,ios,17.6,6,0,0,170.69,1,129,0,1,0,10.6,0
6257,1,message_send,furniture,urban,ios,18.3,2,0,2,116.33,4,184,0,0,0,7.5,0
6258,11,message_send,furniture,rural,android,24.3,1,0,1,275.81,3,107,0,0,0,5.0,0
6259,7,ad_post,other,urban,android,204.7,5,0,0,371.69,3,129,0,0,1,19.1,0
6260,2,ad_post,bikes,metro,android,59.6,2,0,0,193.33,2,146,0,0,0,5.6,0
6261,12,ad_post,bikes,metro,ios,70.9,4,1,0,169.72,7,71,0,0,0,21.3,0
6262,2,ad_post,bikes,rural,ios,88.0,5,0,2,79.05,4,0,0,1,1,32.1,0
6263,9,ad_post,electronics,urban,ios,57.3,5,0,1,98.96,8,160,0,0,0,96.0,0
6264,12,ad_post,bikes,rural,android,67.2,4,0,1,126.07,3,74,0,0,0,4.9,0
6265,8,ad_post,other,metro,ios,21.7,4,0,1,121.64,1,88,0,0,0,46.1,0
6266,4,message_send,other,metro,android,11.5,7,0,2,176.33,2,225,0,0,0,8.0,0
6267,10,ad_post,other,metro,web,130.9,6,0,1,86.97,5,77,0,1,0,2.7,0
6268,2,ad_post,electronics,metro,android,104.4,1,0,2,,2,164,0,1,0,38.6,0
6269,14,message_send,fashion,rural,android,36.9,2,1,1,20.63,2,139,0,0,0,14.7,0
6270,5,ad_post,furniture,rural,ios,90.4,2,0,1,227.94,1,195,1,0,1,13.7,1
6271,11,ad_post,electronics,urban,ios,130.9,2,1,2,402.3,4,67,0,0,0,46.9,0
6272,11,message_send,fashion,,android,284.0,2,1,1,293.26,2,183,1,0,0,8.1,0
6273,9,ad_post,fashion,rural,android,184.4,3,0,2,,1,0,0,0,0,126.7,0
6274,13,ad_post,furniture,urban,android,164.5,2,0,0,241.01,2,67,0,0,0,17.4,0
6275,5,message_send,bikes,urban,android,15.8,0,0,2,29.94,1,155,0,0,0,15.2,0
6276,13,ad_post,other,metro,android,215.1,5,0,1,113.65,1,78,0,0,0,24.7,0
6277,5,ad_post,other,rural,ios,94.9,2,0,0,98.19,3,62,0,0,0,34.4,0
6278,1,ad_post,fashion,urban,android,39.3,3,0,1,418.89,3,90,0,0,1,8.9,0
6279,2,ad_post,electronics,metro,ios,326.0,4,0,1,,3,62,0,0,1,103.8,0
6280,14,ad_post,other,metro,android,23.1,1,0,0,268.79,4,207,0,0,0,18.4,0
6281,6,ad_post,electronics,metro,android,86.8,4,0,1,141.07,5,76,0,0,0,4.1,0
6282,4,ad_post,bikes,metro,android,27.1,2,0,0,191.17,3,78,0,0,0,23.3,0
6283,7,ad_post,other,,ios,23.0,4,0,1,48.56,4,80,0,0,0,7.8,0
6284,11,ad_post,bikes,metro,android,260.6,3,0,2,274.69,5,155,0,0,0,12.2,0
6285,11,ad_post,electronics,metro,android,245.3,2,0,2,75.52,4,166,0,0,0,36.1,0
6286,7,ad_post,fashion,urban,ios,35.0,3,0,0,256.1,2,61,0,0,0,24.5,0
6287,5,ad_post,fashion,urban,android,32.2,2,1,1,837.64,2,61,0,0,0,42.6,0
6288,7,message_send,other,metro,android,8.6,5,0,0,86.92,1,86,0,0,0,13.5,0
6289,12,ad_post,furniture,rural,ios,27.1,5,0,0,180.24,1,138,0,0,0,20.8,0
6290,14,message_send,other,urban,ios,61.0,3,1,0,,3,29,0,1,1,6.1,1
6291,2,ad_post,electronics,urban,ios,16.8,2,0,1,83.23,3,56,0,0,0,21.9,0
6292,9,ad_post,other,metro,ios,136.6,3,0,2,84.04,2,61,0,0,1,3.5,0
6293,12,ad_post,furniture,metro,android,63.2,2,0,2,213.59,5,166,0,0,0,51.7,0
6294,9,message_send,electronics,metro,android,120.4,5,0,0,204.88,1,177,0,0,0,,0
6295,7,message_send,bikes,rural,web,64.8,1,0,0,135.29,2,120,0,0,0,17.3,0
6296,13,ad_post,bikes,urban,android,34.5,4,0,2,102.88,4,177,0,0,0,6.9,0
6297,6,message_send,other,metro,ios,67.4,3,0,1,112.29,1,263,0,0,0,13.7,0
6298,2,ad_post,furniture,metro,android,116.8,2,1,1,576.09,3,34,0,0,0,71.8,0
6299,11,ad_post,other,metro,ios,236.3,2,0,2,138.17,6,109,0,0,0,31.4,0
6300,8,message_send,fashion,urban,web,8.7,3,0,0,120.31,1,244,0,0,0,14.8,1
6301,4,ad_post,furniture,metro,android,93.4,3,0,0,529.11,4,162,0,0,0,51.2,0
6302,4,ad_post,furniture,,ios,155.9,2,0,0,72.84,5,112,0,0,0,9.2,0
6303,9,message_send,electronics,urban,ios,74.7,4,0,2,94.85,0,225,0,0,0,4.6,0
6304,10,ad_post,bikes,urban,android,41.8,3,0,0,58.77,4,44,0,0,1,15.1,0
6305,3,message_send,fashion,urban,android,76.5,1,1,1,91.58,2,114,0,0,0,14.4,0
6306,14,message_send,other,urban,android,194.2,0,2,0,132.94,1,168,0,0,1,38.1,0
6307,6,ad_post,furniture,rural,android,68.3,4,0,1,115.2,2,72,0,0,0,5.0,0
6308,11,ad_post,fashion,metro,ios,98.8,6,0,1,224.39,4,67,0,0,0,10.7,0
6309,14,ad_post,electronics,urban,android,139.6,2,0,1,168.37,3,111,0,0,0,1.2,0
6310,1,ad_post,furniture,rural,android,33.0,6,0,1,,1,140,0,0,0,19.6,0
6311,4,message_send,other,urban,web,27.3,5,0,0,212.49,0,86,0,0,0,8.7,0
6312,13,message_send,furniture,metro,android,149.1,3,0,1,25.1,5,174,1,0,1,12.9,0
6313,1,message_send,electronics,urban,ios,122.9,2,0,2,,2,140,0,0,0,7.7,0
6314,7,ad_post,electronics,urban,android,139.3,4,0,0,267.54,3,165,0,1,0,34.2,0
6315,7,ad_post,bikes,rural,ios,136.5,2,0,2,130.43,1,134,0,0,0,14.9,0
6316,3,ad_post,other,rural,android,18.7,6,0,2,69.15,2,99,0,0,0,30.2,0
6317,6,ad_post,bikes,metro,android,63.4,3,0,0,345.14,3,135,0,0,1,1.9,0
6318,1,ad_post,furniture,metro,ios,299.4,1,0,2,197.89,4,42,0,0,1,2.9,0
6319,11,ad_post,other,metro,android,44.2,2,0,2,306.63,2,211,1,0,0,1.4,0
6320,10,ad_post,other,rural,android,150.5,2,0,2,495.64,2,71,0,0,0,27.4,0
6321,12,message_send,bikes,urban,android,90.4,5,0,1,88.31,4,128,0,0,0,19.4,0
6322,2,ad_post,bikes,rural,android,20.3,4,0,0,39.68,2,0,1,0,0,34.5,0
6323,12,ad_post,electronics,metro,android,72.4,2,0,1,96.64,6,40,0,0,0,8.7,0
6324,5,ad_post,fashion,urban,android,23.6,3,0,2,143.0,0,0,0,0,0,31.5,0
6325,5,message_send,fashion,metro,android,173.2,2,0,0,456.05,0,177,1,1,0,8.2,0
6326,2,message_send,bikes,urban,android,312.0,4,0,1,24.65,6,174,0,0,0,5.1,0
6327,8,ad_post,electronics,urban,android,74.0,3,0,1,,5,86,0,0,0,29.4,0
6328,10,ad_post,furniture,urban,ios,33.7,3,0,1,312.07,3,94,0,0,0,19.1,0
6329,5,message_send,bikes,rural,android,109.8,4,0,0,283.4,0,157,0,0,0,10.0,0
6330,7,message_send,electronics,metro,android,30.3,1,1,1,1359.78,1,190,1,1,0,,1
6331,3,ad_post,other,urban,ios,20.2,2,0,2,153.9,0,75,0,0,0,14.5,0
6332,1,message_send,other,metro,ios,35.5,0,0,2,98.72,5,184,0,0,0,14.5,0
6333,14,ad_post,other,rural,android,19.8,3,0,0,154.72,4,100,0,0,0,38.0,0
6334,14,ad_post,other,urban,ios,33.4,3,0,1,1853.44,3,109,0,1,0,,1
6335,9,ad_post,bikes,urban,ios,101.4,7,0,0,505.85,1,160,0,1,0,,1
6336,4,ad_post,furniture,urban,android,549.1,6,0,1,397.18,2,146,0,0,0,21.7,0
6337,5,message_send,bikes,rural,ios,64.6,4,0,0,198.91,3,187,0,0,0,4.1,1
6338,10,ad_post,furniture,metro,ios,87.2,1,0,0,143.46,4,121,0,1,0,84.7,0
6339,5,message_send,bikes,rural,android,71.0,7,0,0,56.24,5,140,0,0,0,6.7,0
6340,12,ad_post,phones,metro,android,52.0,2,0,0,96.06,6,86,0,1,0,10.4,0
6341,14,ad_post,fashion,metro,web,122.6,4,0,1,109.69,4,91,0,0,0,14.2,0
6342,1,ad_post,furniture,rural,ios,73.2,1,0,2,,4,135,0,0,0,6.1,0
6343,5,ad_post,fashion,metro,ios,26.8,4,0,0,88.18,2,0,0,0,0,8.8,0
6344,13,ad_post,other,urban,android,111.2,1,1,0,233.64,3,91,0,0,0,9.5,0
6345,13,ad_post,furniture,rural,android,103.6,4,0,0,101.32,3,84,0,0,0,7.6,0
