id,day,event_type,category,region,device,account_age_days,num_prev_listings,prev_reports_30d,verification_level,price,num_images,message_length,contains_off_platform,urgency_words,payment_attempt,time_to_first_response_min
620,4,ad_post,fashion,rural,android,25.2,2,0,0,64.16,1,109,1,0,0,19.3
621,5,ad_post,other,urban,android,62.8,6,0,1,181.04,3,110,0,0,0,36.5
622,5,ad_post,bikes,urban,ios,64.8,4,0,0,847.77,3,123,0,0,0,11.7
623,2,ad_post,bikes,metro,android,97.8,2,0,1,204.66,5,132,0,0,0,74.0
624,1,ad_post,fashion,metro,android,41.5,2,0,1,139.59,0,164,0,0,0,2.4
625,2,ad_post,other,,android,56.0,1,0,0,176.95,4,47,0,0,1,
626,3,ad_post,phones,urban,android,16.1,6,0,1,273.26,1,31,0,0,0,15.9
627,2,ad_post,bikes,metro,ios,31.3,3,0,2,,0,127,0,0,0,28.7
628,2,ad_post,fashion,rural,android,68.6,3,0,1,78.36,3,149,0,0,0,21.6
629,5,ad_post,furniture,urban,android,135.6,1,0,2,135.51,1,142,0,0,0,13.5
630,4,message_send,electronics,rural,android,19.7,2,0,1,162.3,1,111,0,0,0,22.1
631,4,message_send,bikes,metro,ios,27.0,3,0,0,183.78,4,146,0,0,0,5.7
632,2,message_send,furniture,urban,android,218.2,4,0,1,440.45,2,173,0,0,0,21.0
633,2,ad_post,furniture,urban,ios,197.0,2,0,2,270.69,6,78,0,0,0,7.2
634,2,message_send,electronics,metro,android,89.8,3,0,0,,2,128,0,0,0,33.8
635,5,ad_post,electronics,metro,ios,80.3,6,0,1,167.72,5,29,0,0,0,20.6
636,1,ad_post,electronics,,web,109.4,3,0,1,84.5,2,225,0,0,0,6.8
637,3,ad_post,other,urban,android,49.3,2,0,2,90.05,4,172,0,0,1,4.0
638,2,message_send,other,rural,android,77.2,1,0,0,986.58,3,174,0,0,0,17.2
639,3,message_send,electronics,urban,android,69.2,2,0,0,190.2,1,140,0,0,0,28.8
640,3,ad_post,other,metro,android,121.2,2,0,1,275.65,2,137,0,0,0,11.0
641,4,message_send,electronics,urban,android,92.5,3,0,1,189.88,1,182,0,0,1,25.9
642,3,ad_post,bikes,urban,web,46.0,5,0,1,191.7,4,42,0,0,0,46.0
643,1,message_send,electronics,metro,web,59.1,2,0,1,124.47,2,195,0,0,0,134.3
644,2,ad_post,other,metro,ios,100.5,5,0,2,306.68,1,54,0,0,0,9.5
645,4,ad_post,furniture,metro,ios,84.6,3,0,0,256.54,0,17,0,0,0,33.6
646,5,ad_post,other,rural,ios,42.5,2,1,0,176.26,2,0,0,0,0,2.3
647,2,ad_post,electronics,,android,136.8,3,0,1,,4,134,0,0,0,12.0
648,5,ad_post,bikes,metro,android,303.8,2,1,1,187.83,2,122,0,0,0,
649,5,ad_post,other,urban,android,39.1,2,0,0,88.32,1,167,0,0,1,
650,3,ad_post,fashion,,ios,44.7,4,0,0,187.85,6,92,0,0,0,10.7
651,4,ad_post,phones,urban,ios,435.6,4,1,2,40.63,1,136,0,0,0,525.3
652,1,message_send,other,metro,ios,33.2,2,0,0,250.5,0,145,0,0,0,9.6
653,2,message_send,phones,rural,ios,103.9,4,0,2,135.76,3,114,0,0,0,16.3
654,2,message_send,phones,urban,android,47.7,5,0,1,146.22,5,146,0,0,0,13.5
655,2,ad_post,fashion,urban,android,42.9,4,0,2,607.62,3,0,0,1,0,6.8
656,4,message_send,furniture,rural,web,44.6,0,0,1,616.62,2,65,0,0,0,2.8
657,2,ad_post,fashion,urban,android,33.4,1,0,1,132.74,4,38,0,0,0,16.8
658,4,ad_post,phones,metro,web,109.6,4,0,0,382.82,0,88,0,1,0,14.8
659,4,ad_post,fashion,urban,ios,70.3,4,0,1,194.29,5,146,0,1,1,3.8
660,1,ad_post,other,metro,android,154.0,4,1,2,129.94,3,63,0,0,0,12.0
661,5,ad_post,phones,metro,android,163.3,8,0,0,187.44,6,66,0,0,0,19.0
662,5,ad_post,other,urban,ios,50.0,3,0,0,346.22,1,117,0,0,0,26.5
663,2,message_send,bikes,urban,android,55.3,4,0,1,278.91,2,109,0,1,0,14.0
664,1,ad_post,furniture,metro,android,16.3,3,0,0,203.32,2,122,0,0,1,8.8
665,3,message_send,fashion,,android,33.0,3,0,1,205.5,1,184,0,0,0,14.1
666,5,ad_post,electronics,rural,ios,138.3,2,0,1,110.35,2,139,0,1,1,31.7
667,2,ad_post,other,urban,android,22.3,7,0,1,374.41,3,45,0,0,0,19.5
668,1,message_send,bikes,metro,ios,44.2,3,0,1,108.43,6,199,0,0,1,7.1
669,1,ad_post,bikes,urban,android,34.5,3,0,1,574.84,2,0,0,0,0,5.9
670,1,message_send,other,metro,ios,43.3,4,0,0,210.02,0,144,0,1,0,3.1
671,4,ad_post,bikes,urban,ios,78.1,3,1,2,9.94,1,125,0,1,0,
672,3,message_send,electronics,metro,web,20.3,2,0,0,346.41,0,111,0,0,0,20.7
673,2,ad_post,bikes,metro,ios,86.6,1,0,2,78.52,5,33,0,0,1,8.4
674,1,ad_post,fashion,metro,ios,148.5,4,0,1,,3,40,0,0,0,80.5
675,5,message_send,bikes,rural,web,6.1,8,0,1,69.24,6,238,1,0,1,15.7
676,1,ad_post,bikes,metro,android,13.6,1,0,2,102.07,7,34,0,0,0,35.3
677,4,ad_post,bikes,urban,ios,83.2,2,0,1,220.08,1,187,0,0,0,81.6
678,5,message_send,other,rural,ios,38.7,2,0,0,247.58,3,209,0,0,0,8.6
679,4,message_send,fashion,urban,android,66.3,6,0,2,196.68,2,151,0,1,0,8.3
680,4,message_send,other,rural,ios,13.0,3,0,2,,0,46,0,0,0,6.3
681,1,ad_post,fashion,metro,ios,39.2,3,0,0,42.6,1,111,0,0,1,12.0
682,2,ad_post,phones,rural,android,20.3,4,0,0,73.0,1,117,0,1,1,179.8
683,3,ad_post,phones,urban,android,20.6,4,0,1,125.16,1,9,0,1,1,15.3
684,2,ad_post,phones,metro,android,37.2,3,0,1,225.08,3,119,0,0,0,9.6
685,2,ad_post,furniture,urban,android,107.8,3,0,0,72.35,5,25,0,0,0,28.8
686,1,message_send,other,metro,ios,46.9,5,0,1,198.36,4,90,0,0,1,4.9
687,1,ad_post,other,metro,ios,76.0,2,0,1,98.3,3,149,0,1,0,18.2
688,2,ad_post,furniture,metro,ios,23.3,4,0,1,26.53,2,89,0,0,0,23.2
689,3,ad_post,phones,metro,android,312.8,3,0,1,102.87,5,154,0,0,0,25.5
690,5,ad_post,bikes,metro,android,55.5,4,0,1,410.37,1,67,1,0,0,
691,3,message_send,electronics,metro,ios,72.6,0,0,0,37.47,0,117,0,1,0,15.0
692,2,ad_post,furniture,rural,android,119.7,5,0,2,143.59,1,48,0,0,0,5.4
693,1,ad_post,other,rural,ios,37.1,2,0,1,78.53,2,26,0,0,0,7.9
694,3,ad_post,other,rural,android,93.1,1,0,0,125.11,1,191,0,0,0,17.0
695,1,ad_post,electronics,urban,android,244.5,2,0,1,330.0,2,26,0,0,0,8.1
696,2,ad_post,fashion,urban,ios,25.6,3,0,1,134.83,3,97,0,0,0,14.4
697,5,message_send,fashion,metro,web,24.9,4,1,2,152.59,0,103,0,0,1,6.4
698,1,message_send,phones,rural,web,109.8,3,0,1,51.79,2,134,0,0,1,17.2
699,4,ad_post,furniture,metro,ios,203.6,0,0,0,113.55,3,65,0,0,0,26.4
700,5,ad_post,other,metro,android,57.8,3,1,0,185.03,8,0,0,0,0,7.4
701,1,message_send,phones,metro,ios,98.7,4,1,0,111.57,4,269,0,0,0,125.2
702,1,ad_post,furniture,metro,ios,81.2,3,0,0,103.21,2,92,1,0,0,7.2
703,3,ad_post,furniture,metro,android,35.7,1,0,2,,4,69,0,0,0,15.7
704,2,ad_post,bikes,urban,android,39.2,2,1,0,683.73,3,30,0,0,0,16.9
705,2,message_send,bikes,urban,ios,40.9,3,2,2,336.61,2,130,0,0,0,7.9
706,3,message_send,electronics,metro,ios,51.4,2,0,2,105.27,3,130,0,0,0,23.7
707,2,ad_post,phones,,ios,166.4,3,0,0,180.95,7,127,0,0,0,16.6
708,5,message_send,other,urban,android,78.9,3,0,2,155.76,1,156,0,0,0,11.2
709,1,ad_post,fashion,metro,android,247.3,7,1,1,193.12,4,138,0,0,0,37.2
710,3,ad_post,furniture,urban,android,20.1,1,0,0,91.93,4,79,0,0,0,12.3
711,2,message_send,other,metro,ios,8.9,3,1,0,,3,161,0,0,0,3.4
712,1,ad_post,electronics,urban,web,125.8,4,0,1,111.85,3,35,0,0,0,4.3
713,3,ad_post,bikes,urban,android,38.7,4,0,1,478.41,2,25,0,0,0,23.9
714,2,ad_post,bikes,metro,ios,265.7,2,1,0,248.82,2,44,0,0,0,94.4
715,4,message_send,other,urban,android,45.1,4,0,0,78.43,5,148,0,0,0,9.0
716,4,ad_post,furniture,urban,web,32.5,2,0,0,297.58,4,127,0,0,0,
717,1,ad_post,other,metro,ios,8.6,1,1,1,105.24,3,200,0,0,0,47.7
718,2,ad_post,other,,ios,11.7,7,0,2,110.08,4,165,0,0,0,2.0
719,2,message_send,other,metro,ios,25.8,4,1,0,1552.32,1,241,0,0,1,102.5
720,3,message_send,bikes,metro,web,26.2,1,0,1,152.13,5,164,0,0,0,8.7
721,5,ad_post,phones,urban,android,40.9,5,0,1,148.87,3,101,0,0,0,8.0
722,4,ad_post,electronics,rural,ios,135.0,1,0,0,158.51,5,104,0,0,0,6.6
723,3,ad_post,electronics,rural,ios,81.3,1,0,1,228.89,1,95,0,0,0,12.7
724,5,ad_post,furniture,metro,android,26.2,2,0,1,74.88,2,56,0,0,1,
725,3,ad_post,fashion,urban,android,111.6,2,0,1,,2,35,0,0,0,
726,5,ad_post,furniture,metro,android,100.0,1,0,0,145.56,4,111,0,0,0,15.4
727,3,ad_post,fashion,urban,android,43.4,2,0,0,31.78,3,122,0,0,0,48.0
728,4,ad_post,other,metro,android,26.9,4,0,1,503.49,2,141,0,1,0,8.7
729,2,ad_post,electronics,metro,android,44.9,2,0,0,41.7,4,146,1,0,0,9.8
730,3,message_send,furniture,urban,android,24.9,5,0,0,311.0,0,235,0,1,0,43.0
731,1,ad_post,electronics,rural,android,125.2,2,0,1,279.25,2,17,0,1,0,8.9
732,5,ad_post,bikes,urban,android,28.7,2,1,2,,2,80,0,0,0,13.4
733,3,message_send,other,metro,ios,44.8,5,0,0,162.21,1,191,1,0,0,21.9
734,3,ad_post,electronics,metro,ios,111.5,3,0,1,337.23,5,126,0,0,0,6.7
735,3,message_send,electronics,metro,android,56.8,0,0,1,27.62,3,172,0,0,0,32.2
736,3,ad_post,furniture,rural,android,10.3,3,0,0,231.41,3,35,1,0,0,31.8
737,1,ad_post,bikes,urban,web,13.4,1,0,0,44.85,0,28,0,0,0,11.2
738,5,ad_post,electronics,urban,ios,188.3,2,1,1,129.16,1,70,0,0,0,11.0
739,3,ad_post,electronics,metro,android,32.5,3,0,1,167.93,2,28,0,0,0,8.8
740,1,ad_post,other,urban,android,34.2,2,0,1,,6,64,0,0,0,
741,4,ad_post,furniture,,android,39.1,3,0,0,303.84,3,156,0,1,1,16.6
742,3,ad_post,other,metro,ios,37.4,3,0,2,110.25,2,165,0,0,0,18.1
743,2,message_send,electronics,urban,android,94.6,5,1,0,284.61,0,155,0,0,0,57.0
744,3,ad_post,bikes,metro,android,135.5,2,1,1,,0,9,0,1,0,13.0
745,4,ad_post,electronics,metro,android,151.7,3,0,1,403.22,4,152,0,0,1,13.4
746,2,ad_post,furniture,metro,android,72.8,3,0,1,52.46,2,125,0,0,0,18.5
747,3,message_send,phones,metro,android,116.4,5,1,0,,3,161,0,0,0,6.1
748,5,message_send,fashion,urban,android,110.2,5,0,1,242.47,3,109,0,0,0,24.0
749,3,message_send,fashion,metro,android,146.5,3,0,1,535.67,3,165,0,0,1,16.9
750,2,ad_post,bikes,metro,android,131.8,0,0,2,,3,78,0,0,1,
751,4,ad_post,fashion,,ios,10.6,2,0,0,85.53,2,133,1,1,0,51.7
752,3,ad_post,fashion,urban,ios,155.7,0,0,1,63.84,5,56,0,0,0,48.1
753,4,ad_post,bikes,urban,android,46.8,4,0,2,86.1,0,112,0,0,0,36.2
754,1,ad_post,bikes,metro,android,46.4,1,0,0,70.35,2,125,0,0,0,49.2
755,2,ad_post,furniture,urban,android,16.7,6,0,0,20.57,2,92,0,0,0,45.5
756,3,message_send,furniture,metro,android,122.6,4,0,1,48.45,5,149,0,0,0,4.7
757,1,ad_post,other,rural,ios,245.9,1,0,2,196.6,2,46,0,0,0,4.7
758,2,ad_post,phones,urban,ios,106.5,0,1,2,116.82,2,47,0,0,0,2.8
759,4,ad_post,electronics,metro,web,18.5,4,0,0,95.18,6,125,0,0,0,
760,3,ad_post,other,urban,android,136.2,2,0,1,376.25,2,36,0,0,0,11.9
761,1,ad_post,bikes,rural,android,41.8,3,0,1,183.58,4,110,0,0,0,2.2
762,3,ad_post,furniture,,android,39.7,2,0,0,,6,60,0,1,0,5.3
763,3,message_send,other,urban,android,37.3,0,0,0,80.98,7,162,1,0,0,32.4
764,3,ad_post,furniture,rural,web,26.7,4,0,0,57.19,2,77,0,0,0,14.0
765,4,message_send,furniture,urban,android,92.2,4,0,0,256.98,2,288,0,0,1,68.9
766,2,ad_post,other,metro,ios,58.8,7,0,1,308.53,4,122,0,0,0,6.1
767,4,ad_post,phones,rural,ios,6.4,0,0,1,145.88,5,186,0,0,0,45.3
768,2,ad_post,furniture,urban,ios,99.0,3,0,0,181.89,5,0,0,1,1,5.0
769,5,ad_post,other,urban,android,9.2,1,0,2,633.28,5,69,0,0,0,7.7
770,4,ad_post,bikes,,ios,24.0,3,0,1,211.03,1,57,1,0,0,3.2
771,3,ad_post,electronics,urban,android,15.8,1,0,1,1189.66,1,195,0,1,0,9.6
772,1,ad_post,electronics,urban,ios,21.6,4,0,1,257.44,3,134,0,0,0,8.4
773,2,message_send,furniture,metro,android,43.9,2,0,1,299.64,2,130,0,1,0,4.9
774,2,message_send,other,metro,ios,148.0,1,1,1,324.15,4,56,0,0,1,7.6
775,2,ad_post,electronics,,android,390.9,6,0,1,,3,0,0,0,0,30.6
776,1,ad_post,fashion,rural,android,7.3,1,0,1,106.74,3,147,0,0,0,21.4
777,4,message_send,other,metro,web,120.5,1,0,1,38.84,2,112,0,0,0,8.1
778,3,message_send,fashion,rural,android,79.2,2,0,0,116.14,0,244,1,0,0,
779,5,ad_post,other,urban,android,22.2,6,0,0,135.3,2,98,0,1,1,84.4
780,5,ad_post,other,urban,android,21.5,2,0,0,160.79,5,106,0,0,0,4.9
781,1,ad_post,other,,ios,98.6,1,0,1,157.6,1,155,0,0,0,25.5
782,2,ad_post,fashion,urban,android,61.7,5,0,0,149.31,3,0,0,0,1,100.6
783,3,ad_post,electronics,urban,android,71.1,3,0,0,245.02,2,103,0,0,0,
784,2,ad_post,phones,urban,ios,54.2,4,0,2,100.67,3,77,0,1,0,14.9
785,1,message_send,furniture,urban,android,59.5,0,0,2,17.17,3,123,0,0,0,83.2
786,5,message_send,furniture,metro,web,18.0,0,0,1,60.96,3,95,0,0,1,35.0
787,3,message_send,fashion,metro,ios,39.1,3,0,0,174.21,3,100,0,0,0,50.1
788,3,ad_post,bikes,rural,ios,75.3,4,0,2,92.92,6,127,0,0,0,12.1
789,2,ad_post,other,rural,ios,34.0,4,0,0,298.37,5,1,0,0,0,6.4
790,1,ad_post,other,urban,android,18.7,1,0,1,,4,26,0,0,1,14.3
791,3,ad_post,other,metro,android,139.6,6,0,1,298.87,4,0,0,0,0,11.6
792,5,ad_post,fashion,metro,android,39.3,3,1,0,112.67,1,9,0,1,1,14.5
793,5,ad_post,furniture,metro,android,117.1,2,0,0,10.34,1,108,0,1,0,39.2
794,3,ad_post,other,metro,ios,364.7,2,0,0,128.12,2,75,0,0,0,8.6
795,5,ad_post,furniture,urban,android,90.3,4,0,0,111.16,0,33,0,0,0,23.5
796,2,message_send,phones,metro,ios,66.4,2,0,0,333.67,1,193,0,1,0,37.5
797,2,ad_post,furniture,urban,android,21.4,2,0,1,428.23,0,30,0,0,0,2.1
798,1,message_send,phones,rural,ios,36.4,2,0,1,181.34,3,140,0,0,0,7.9
799,5,message_send,other,metro,ios,19.6,3,0,1,39.94,5,98,0,0,0,37.1
800,1,ad_post,furniture,urban,android,10.8,4,0,0,73.75,2,133,0,0,1,1.5
801,5,message_send,bikes,urban,ios,40.9,4,0,0,32.87,2,194,0,0,0,5.5
802,4,ad_post,furniture,urban,ios,55.0,0,0,0,87.2,1,83,0,0,0,6.6
803,3,ad_post,furniture,urban,android,44.7,6,1,0,146.06,7,0,0,1,0,69.3
804,2,ad_post,bikes,urban,android,84.5,1,0,2,19.37,2,102,1,0,1,19.6
805,1,ad_post,other,rural,android,62.7,0,0,0,201.98,4,97,0,0,0,1.6
806,2,ad_post,other,urban,web,53.7,3,0,0,272.63,6,82,0,0,0,31.7
807,1,message_send,furniture,rural,web,62.4,1,0,0,720.6,4,147,0,0,0,9.2
808,4,ad_post,other,urban,ios,53.8,1,0,1,76.07,2,87,0,0,0,1.9
809,5,ad_post,electronics,urban,android,52.1,0,0,0,,3,101,0,0,1,4.8
810,2,message_send,bikes,metro,ios,66.5,3,0,0,32.87,3,110,0,1,0,
811,1,message_send,bikes,,android,45.3,3,0,0,,1,123,0,0,0,9.0
812,4,message_send,electronics,metro,web,7.6,3,0,0,21.83,1,167,0,1,0,9.3
813,5,message_send,bikes,,android,183.8,4,0,0,113.89,2,307,0,1,0,4.8
814,3,ad_post,bikes,metro,ios,42.6,3,1,1,193.02,3,154,0,0,0,32.0
815,1,ad_post,bikes,rural,ios,45.4,2,0,0,268.17,2,18,0,0,0,27.5
816,1,ad_post,bikes,,web,40.6,5,0,0,87.52,3,108,0,0,0,10.4
817,2,ad_post,fashion,rural,android,141.1,2,0,1,190.75,3,6,0,0,1,30.2
818,4,ad_post,phones,metro,android,22.7,2,0,1,,4,83,0,0,0,11.3
819,3,ad_post,other,,ios,26.4,1,0,0,127.92,4,66,0,0,0,29.7
820,5,ad_post,furniture,rural,android,14.8,1,0,0,91.15,1,51,0,0,0,14.0
821,1,message_send,bikes,rural,android,248.1,3,0,2,,1,97,0,0,0,23.8
822,4,ad_post,electronics,metro,android,81.2,2,0,1,,8,101,0,0,0,
823,1,message_send,other,urban,android,40.0,5,0,1,,5,182,0,0,1,9.1
824,1,ad_post,fashion,rural,android,276.1,1,0,0,125.89,4,168,0,0,0,40.0
825,1,ad_post,electronics,urban,android,20.8,5,0,0,110.67,3,87,0,0,1,3.5
826,4,ad_post,phones,rural,ios,110.4,5,1,0,624.52,2,80,0,0,0,66.2
827,4,message_send,bikes,metro,android,16.9,4,0,1,107.32,1,200,0,0,0,2.4
828,2,ad_post,phones,metro,web,76.2,3,0,0,,3,95,0,0,0,13.6
829,1,message_send,bikes,metro,android,129.1,2,0,0,172.02,0,45,0,0,0,
830,5,ad_post,phones,metro,android,41.0,7,0,0,47.64,4,0,0,0,1,6.0
831,1,ad_post,bikes,metro,android,42.3,3,0,2,150.33,4,80,0,0,0,12.3
832,4,ad_post,fashion,metro,ios,27.7,3,0,0,,2,82,0,0,1,49.1
833,1,ad_post,phones,,ios,46.9,3,0,2,62.31,4,30,0,0,0,124.1
834,5,ad_post,furniture,urban,android,48.7,1,0,2,302.52,1,52,0,0,1,34.3
835,1,ad_post,bikes,metro,android,38.9,3,0,0,326.52,5,121,0,0,0,3.7
836,2,message_send,furniture,urban,android,16.3,4,0,2,148.56,2,63,0,0,0,4.4
837,2,ad_post,other,urban,android,24.6,1,0,1,334.62,4,113,0,0,0,8.3
838,2,message_send,electronics,metro,android,61.5,2,0,1,284.28,3,175,0,0,1,51.3
839,5,ad_post,phones,urban,android,12.2,1,0,1,168.28,3,169,0,0,0,24.8
840,5,ad_post,electronics,urban,android,8.4,5,0,2,317.35,3,169,0,0,1,50.4
841,4,ad_post,other,metro,android,53.4,0,0,0,467.13,6,99,0,0,1,30.4
842,4,ad_post,other,rural,ios,79.1,3,0,1,538.55,3,87,0,1,0,5.0
843,2,ad_post,bikes,metro,ios,79.4,3,0,1,280.77,2,170,0,0,0,21.2
844,5,ad_post,phones,urban,android,23.5,5,1,0,,4,152,0,0,0,3.9
845,4,ad_post,furniture,urban,ios,177.1,4,0,0,334.6,0,0,0,0,0,
846,4,ad_post,fashion,urban,android,36.3,6,0,2,35.02,2,150,0,0,0,5.5
847,4,ad_post,bikes,rural,android,20.0,6,0,0,142.21,4,99,0,0,0,26.3
848,1,ad_post,electronics,urban,android,7.7,5,0,2,384.08,4,86,0,0,0,9.3
849,5,message_send,bikes,rural,android,20.5,1,0,1,,1,186,0,0,0,10.8
850,5,message_send,other,metro,android,68.4,4,0,0,,3,178,1,0,0,32.0
851,5,ad_post,electronics,metro,ios,32.8,4,0,0,171.55,2,95,0,0,0,34.4
852,3,ad_post,electronics,urban,android,48.6,2,0,0,218.68,2,72,0,0,0,18.1
853,2,message_send,other,metro,ios,19.9,3,0,0,57.45,3,183,0,0,0,14.3
854,3,ad_post,furniture,urban,ios,155.8,4,1,1,141.24,2,49,0,0,0,16.7
855,2,ad_post,furniture,urban,ios,46.5,5,0,2,151.07,3,161,0,0,0,45.9
856,2,ad_post,electronics,metro,android,92.5,5,0,1,323.55,2,121,0,0,0,16.1
857,5,message_send,electronics,urban,ios,26.9,6,0,1,591.77,1,183,0,0,0,1.8
858,1,message_send,electronics,,android,20.9,2,0,1,132.3,2,175,0,0,0,26.6
859,4,ad_post,other,rural,ios,75.1,2,0,1,25.84,2,61,0,0,1,14.3
860,1,ad_post,bikes,urban,ios,263.2,5,0,0,205.78,4,116,0,0,1,49.8
861,3,message_send,furniture,urban,android,68.9,5,0,0,107.81,1,189,0,0,0,33.7
862,3,ad_post,electronics,metro,ios,36.6,5,0,0,426.96,4,72,0,0,0,10.3
863,1,ad_post,phones,rural,ios,38.2,3,0,0,133.98,3,155,0,0,0,5.4
864,3,message_send,electronics,metro,web,152.6,6,0,0,221.62,3,184,0,0,0,10.9
865,3,ad_post,other,urban,android,140.2,3,0,0,37.36,5,81,0,0,0,13.6
866,2,ad_post,fashion,urban,android,113.5,3,1,0,390.13,4,53,0,0,1,11.4
867,3,ad_post,other,urban,ios,28.9,2,0,0,245.15,2,6,0,0,0,87.7
868,2,ad_post,furniture,metro,android,57.8,3,0,1,,5,96,0,0,0,4.4
869,3,ad_post,other,rural,android,156.5,6,0,2,126.49,0,155,0,0,0,
870,5,ad_post,electronics,metro,ios,62.2,3,0,1,118.04,5,142,0,0,0,92.5
871,3,ad_post,other,urban,android,297.3,3,0,0,116.45,3,35,0,0,1,15.1
872,4,ad_post,bikes,urban,android,15.0,5,0,0,606.54,2,176,0,0,0,12.9
873,2,ad_post,furniture,metro,ios,43.0,1,0,2,583.57,3,20,0,0,0,
874,2,ad_post,other,urban,android,33.2,2,0,2,186.99,4,0,0,1,0,12.8
875,3,message_send,electronics,rural,ios,67.1,2,0,1,,4,107,0,0,1,22.8
876,4,message_send,bikes,rural,ios,119.1,2,0,0,60.68,2,219,0,0,1,9.1
877,3,ad_post,bikes,,web,28.0,2,0,0,77.23,1,116,0,0,0,3.8
878,5,ad_post,other,metro,ios,62.7,1,0,1,20.58,4,36,0,0,0,4.2
879,3,ad_post,other,metro,android,152.5,3,0,1,10.55,1,89,0,0,0,5.0
880,3,ad_post,other,rural,ios,49.2,1,0,1,293.47,1,70,1,1,0,6.9
881,5,message_send,furniture,urban,web,20.9,6,1,1,93.07,1,231,0,0,0,12.3
882,3,message_send,furniture,rural,ios,28.0,2,0,1,181.87,1,159,0,0,0,11.3
883,5,ad_post,other,metro,android,93.2,0,0,1,149.51,3,105,0,0,0,61.5
884,2,ad_post,furniture,metro,android,56.3,2,0,1,65.74,3,102,0,0,0,17.0
885,5,ad_post,electronics,urban,android,54.1,1,0,1,262.28,3,96,0,0,0,8.5
886,5,ad_post,electronics,metro,android,29.7,6,0,1,90.03,1,0,0,0,0,47.1
887,4,ad_post,fashion,urban,ios,24.1,4,0,1,65.32,1,148,0,0,0,10.9
888,4,message_send,phones,urban,android,62.2,3,0,1,128.46,0,162,0,0,0,39.3
889,4,ad_post,other,urban,android,125.3,1,0,1,317.18,7,148,0,0,0,12.4
890,2,ad_post,furniture,metro,ios,34.7,2,0,0,139.82,1,38,0,0,0,8.3
891,2,message_send,other,metro,ios,81.4,3,0,1,181.02,3,103,0,0,1,22.3
892,3,message_send,bikes,metro,android,20.0,0,0,1,40.79,2,112,0,0,0,19.6
893,1,ad_post,electronics,urban,android,24.2,3,0,1,152.51,2,56,0,0,0,9.4
894,3,ad_post,electronics,rural,android,23.8,5,0,0,428.03,5,52,0,0,0,10.1
895,5,ad_post,phones,urban,ios,17.3,2,0,0,155.03,3,164,0,0,0,
896,2,message_send,phones,metro,android,32.4,3,1,0,,2,39,0,0,0,14.2
897,4,ad_post,other,metro,android,40.8,6,0,2,180.23,0,30,0,0,0,19.0
898,2,ad_post,other,metro,android,89.8,4,0,1,375.46,6,37,0,0,0,26.7
899,1,ad_post,other,,android,29.6,4,0,1,107.76,4,250,0,0,1,12.8
900,2,ad_post,fashion,rural,ios,333.9,2,0,0,71.52,5,98,0,0,0,3.9
901,4,ad_post,other,rural,android,214.1,5,0,0,56.14,3,51,1,0,0,5.0
902,3,ad_post,furniture,metro,android,130.0,7,0,1,292.87,5,59,0,0,0,87.0
903,5,ad_post,bikes,rural,ios,31.3,4,0,1,325.09,1,22,0,0,0,6.3
904,2,ad_post,other,metro,android,81.8,3,0,0,299.52,4,47,0,0,0,18.0
905,3,ad_post,electronics,rural,android,92.3,2,0,2,133.54,4,49,1,0,0,11.7
906,3,ad_post,bikes,metro,ios,110.9,2,0,0,59.86,5,0,0,0,0,36.5
907,5,ad_post,electronics,metro,android,31.9,1,0,2,303.63,3,59,0,0,0,7.2
908,2,ad_post,furniture,rural,android,15.3,2,0,1,117.18,3,0,0,0,0,
909,2,message_send,electronics,metro,android,6.8,2,0,1,340.48,3,98,0,0,0,12.0
910,3,ad_post,other,rural,ios,47.1,2,0,1,79.11,3,8,0,0,0,22.0
911,4,ad_post,fashion,metro,ios,35.6,2,0,2,270.07,0,126,0,0,0,9.5
912,1,ad_post,phones,rural,android,5.2,6,0,2,134.93,2,108,0,0,0,3.6
913,4,message_send,electronics,rural,android,38.3,7,0,0,425.83,6,131,0,0,0,10.6
914,3,ad_post,electronics,rural,android,79.9,2,0,1,50.15,3,163,0,0,1,191.6
915,1,ad_post,other,urban,android,12.2,3,0,0,282.32,3,58,1,0,0,4.4
916,2,ad_post,electronics,,android,74.5,0,0,2,,1,79,0,0,0,10.9
917,3,message_send,other,metro,web,1213.1,5,0,0,20.54,6,161,0,0,1,8.8
918,3,ad_post,furniture,metro,android,19.2,3,1,0,84.27,2,55,0,0,0,46.9
919,3,ad_post,furniture,rural,web,56.2,2,0,0,325.57,2,0,0,0,0,10.0
920,2,message_send,fashion,urban,android,21.8,2,0,0,,0,188,0,0,0,53.9
921,1,ad_post,fashion,rural,android,45.2,3,0,0,62.62,2,11,0,0,0,17.3
922,4,message_send,electronics,rural,android,25.1,2,0,1,127.25,2,191,0,0,1,18.8
923,4,ad_post,electronics,rural,ios,71.3,2,0,1,254.1,4,89,0,0,0,9.8
924,3,ad_post,other,metro,android,42.4,0,0,0,615.72,1,119,0,0,1,6.4
925,2,message_send,other,metro,web,145.8,1,0,2,22.97,4,121,0,0,0,13.5
926,5,ad_post,electronics,urban,web,44.1,5,0,2,353.4,2,25,0,0,0,12.1
927,4,ad_post,other,urban,ios,39.0,2,0,0,100.89,4,132,1,0,0,5.7
928,5,ad_post,fashion,metro,android,27.5,5,0,0,131.47,3,35,0,0,0,4.9
929,5,ad_post,other,,android,23.0,2,0,0,83.16,1,108,0,0,1,27.8
